symbol,Scientific Name,Common Name,Duration,Growth_Habit
PHMUD,Phlox multiflora ssp. depressa,Rocky Mountain phlox,Perennial,Forb/herb
PHMUM,Phlox multiflora ssp. multiflora,flowery phlox,Perennial,Forb/herb
PHMUP,Phlox multiflora ssp. patula,Rocky Mountain phlox,Perennial,Forb/herb
PHPU5,Phlox pulvinata,cushion phlox,Perennial,Forb/herb
PHVA3,Phlox variabilis,variegated phlox,Perennial,Forb/herb
PHVAV,Phlox variabilis ssp. variabilis,variegated phlox,Perennial,Forb/herb
PHVI10,Phlox viridis,green phlox,Perennial,Subshrub
PHVIL2,Phlox viridis ssp. longipes,green phlox,Perennial,Subshrub
PHJU,Phoradendron juniperinum,juniper mistletoe,Perennial,"Subshrub, Shrub"
PHAU7,Phragmites australis,common reed,Perennial,"Subshrub, Shrub, Graminoid"
PHAUA6,Phragmites australis ssp. americanus,American common reed,Perennial,Graminoid
PHCU3,Phyla cuneifolia,wedgeleaf,Perennial,"Subshrub, Forb/herb"
PHLA3,Phyla lanceolata,lanceleaf fogfruit,Perennial,Forb/herb
PHNO2,Phyla nodiflora,turkey tangle fogfruit,Perennial,Forb/herb
PHCI4,Physalis cinerascens,smallflower groundcherry,Perennial,Forb/herb
PHCIC3,Physalis cinerascens var. cinerascens,smallflower groundcherry,Perennial,Forb/herb
PHHE4,Physalis hederifolia,ivyleaf groundcherry,Perennial,"Subshrub, Forb/herb"
PHHEC,Physalis hederifolia var. comata,ivyleaf groundcherry,Perennial,"Subshrub, Forb/herb"
PHHEF,Physalis hederifolia var. fendleri,Fendler's groundcherry,Perennial,"Subshrub, Forb/herb"
PHHE5,Physalis heterophylla,clammy groundcherry,Perennial,Forb/herb
PHHEH3,Physalis heterophylla var. heterophylla,clammy groundcherry,Perennial,Forb/herb
PHHI8,Physalis hispida,prairie groundcherry,Perennial,Forb/herb
PHLO4,Physalis longifolia,longleaf groundcherry,Perennial,Forb/herb
PHLOL3,Physalis longifolia var. longifolia,longleaf groundcherry,Perennial,Forb/herb
PHLOS,Physalis longifolia var. subglabrata,longleaf groundcherry,Perennial,Forb/herb
PHVI5,Physalis virginiana,Virginia groundcherry,Perennial,Forb/herb
PHVIP,Physalis virginiana var. polyphylla,Virginia groundcherry,Perennial,Forb/herb
PHVIV3,Physalis virginiana var. virginiana,Virginia groundcherry,Perennial,Forb/herb
PHAC4,Physaria acutifolia,sharpleaf twinpod,Perennial,Forb/herb
PHACA,Physaria acutifolia var. acutifolia,sharpleaf twinpod,Perennial,Forb/herb
PHAL10,Physaria alpina,Avery Peak twinpod,Perennial,Forb/herb
PHBE2,Physaria bellii,Front Range twinpod,Perennial,Forb/herb
PHFL3,Physaria floribunda,pointtip twinpod,Perennial,Forb/herb
PHFLF2,Physaria floribunda var. floribunda,pointtip twinpod,Perennial,Forb/herb
PHFLO2,Physaria floribunda var. osterhoutii,pointtip twinpod,Perennial,Forb/herb
PHOB,Physaria obcordata,Dudley Bluffs twinpod,Perennial,Forb/herb
PHRE9,Physaria rectipes,straight bladderpod,Perennial,Forb/herb
PHRO4,Physaria rollinsii,Rollins' twinpod,Perennial,Forb/herb
PHSC,Physaria scrotiformis,silver twinpod,Perennial,Forb/herb
PHVI7,Physaria vitulifera,roundtip twinpod,Perennial,Forb/herb
PHAL7,Physocarpus alternans,dwarf ninebark,Perennial,Shrub
PHALA6,Physocarpus alternans ssp. alternans,dwarf ninebark,Perennial,Shrub
PHMA5,Physocarpus malvaceus,mallow ninebark,Perennial,Shrub
PHMO4,Physocarpus monogynus,mountain ninebark,Perennial,Shrub
PHOP,Physocarpus opulifolius,common ninebark,Perennial,Shrub
PHOPI,Physocarpus opulifolius var. intermedius,Atlantic ninebark,Perennial,Shrub
PIEN,Picea engelmannii,Engelmann spruce,Perennial,Tree
PIENE,Picea engelmannii var. engelmannii,Engelmann spruce,Perennial,Tree
PIPU,Picea pungens,blue spruce,Perennial,Tree
PIOP,Picradeniopsis oppositifolia,oppositeleaf bahia,Perennial,"Subshrub, Forb/herb"
PIWO,Picradeniopsis woodhousei,Woodhouse's bahia,Perennial,"Subshrub, Forb/herb"
PIDE4,Picrothamnus desertorum,bud sagebrush,Perennial,"Subshrub, Shrub"
PIAR,Pinus aristata,bristlecone pine,Perennial,Tree
PICO,Pinus contorta,lodgepole pine,Perennial,Tree
PICOL,Pinus contorta var. latifolia,lodgepole pine,Perennial,Tree
PIED,Pinus edulis,twoneedle pinyon,Perennial,Tree
PIFL2,Pinus flexilis,limber pine,Perennial,Tree
PIPO,Pinus ponderosa,ponderosa pine,Perennial,Tree
PIPOB3,Pinus ponderosa var. brachyptera,ponderosa pine,Perennial,Tree
PIPOS,Pinus ponderosa var. scopulorum,ponderosa pine,Perennial,Tree
PIST3,Pinus strobiformis,southwestern white pine,Perennial,Tree
PIUN3,Piperia unalascensis,slender-spire orchid,Perennial,Forb/herb
PIPTA,Piptatheropsis,ricegrass,Perennial,Graminoid
PIEX4,Piptatheropsis exigua,little ricegrass,Perennial,Graminoid
PIMI,Piptatheropsis micrantha,littleseed ricegrass,Perennial,Graminoid
PIPU9,Piptatheropsis pungens,mountain ricegrass,Perennial,Graminoid
PIST2,Pistia stratiotes,water lettuce,Perennial,Forb/herb
PLER,Plantago eriopoda,redwool plantain,Perennial,Forb/herb
PLMA2,Plantago major,common plantain,Perennial,Forb/herb
PLTW,Plantago tweedyi,Tweedy's plantain,Perennial,Forb/herb
PLAQ2,Platanthera aquilonis,northern green orchid,Perennial,Forb/herb
PLAQ4,Platanthera aquilonis × purpurascens,,Perennial,Forb/herb
PLAQ3,Platanthera aquilonis × tescamnis,,Perennial,Forb/herb
PLDI3,Platanthera dilatata,scentbottle,Perennial,Forb/herb
PLDIA,Platanthera dilatata var. albiflora,scentbottle,Perennial,Forb/herb
PLDID,Platanthera dilatata var. dilatata,scentbottle,Perennial,Forb/herb
PLES3,Platanthera ×estesii,green orchid,Perennial,Forb/herb
PLGR6,Platanthera gracilis,lax-flowered green orchid,Perennial,Forb/herb
PLHU2,Platanthera huronensis,Huron green orchid,Perennial,Forb/herb
PLOB,Platanthera obtusata,bluntleaved orchid,Perennial,Forb/herb
PLOBO3,Platanthera obtusata ssp. obtusata,bluntleaved orchid,Perennial,Forb/herb
PLPU7,Platanthera purpurascens,purple-petal bog orchid,Perennial,Forb/herb
PLSP2,Platanthera sparsiflora,sparse-flowered bog orchid,Perennial,Forb/herb
PLSPE,Platanthera sparsiflora var. ensifolia,sparse-flowered bog orchid,Perennial,Forb/herb
PLST4,Platanthera stricta,slender bog orchid,Perennial,Forb/herb
PLTE5,Platanthera tescamnis,intermountain bog orchid,Perennial,Forb/herb
PLZO,Platanthera zothecina,alcove bog orchid,Perennial,Forb/herb
PLIN7,Platyschkuhria integrifolia,basindaisy,Perennial,"Subshrub, Forb/herb"
PLIND,Platyschkuhria integrifolia var. desertorum,desert basindaisy,Perennial,"Subshrub, Forb/herb"
PLINO,Platyschkuhria integrifolia var. oblongifolia,oblongleaf basindaisy,Perennial,"Subshrub, Forb/herb"
PLJA,Pleuraphis jamesii,James' galleta,Perennial,Graminoid
POAB,Poa abbreviata,short bluegrass,Perennial,Graminoid
POABP,Poa abbreviata ssp. pattersonii,Patterson's bluegrass,Perennial,Graminoid
POAL2,Poa alpina,alpine bluegrass,Perennial,Graminoid
POAR2,Poa arctica,arctic bluegrass,Perennial,Graminoid
POARA,Poa arctica ssp. aperta,arctic bluegrass,Perennial,Graminoid
POARA2,Poa arctica ssp. arctica,arctic bluegrass,Perennial,Graminoid
POARG,Poa arctica ssp. grayana,arctic bluegrass,Perennial,Graminoid
POAR3,Poa arida,plains bluegrass,Perennial,Graminoid
POBU,Poa bulbosa,bulbous bluegrass,Perennial,Graminoid
POCO,Poa compressa,Canada bluegrass,Perennial,Graminoid
POCU3,Poa cusickii,Cusick's bluegrass,Perennial,Graminoid
POCUE2,Poa cusickii ssp. epilis,Cusick's bluegrass,Perennial,Graminoid
POCUP3,Poa cusickii ssp. pallida,Cusick's bluegrass,Perennial,Graminoid
POFE,Poa fendleriana,muttongrass,Perennial,Graminoid
POFEF,Poa fendleriana ssp. fendleriana,muttongrass,Perennial,Graminoid
POFEL,Poa fendleriana ssp. longiligula,muttongrass,Perennial,Graminoid
POGL,Poa glauca,glaucous bluegrass,Perennial,Graminoid
POGLG,Poa glauca ssp. glauca,glaucous bluegrass,Perennial,Graminoid
POGLR2,Poa glauca ssp. rupicola,timberline bluegrass,Perennial,Graminoid
POLA10,Poa laxa,Mt. Washington bluegrass,Perennial,Graminoid
POLAB,Poa laxa ssp. banffiana,Banff bluegrass,Perennial,Graminoid
POLE2,Poa leptocoma,marsh bluegrass,Perennial,Graminoid
POLE3,Poa lettermanii,Letterman's bluegrass,Perennial,Graminoid
PONE18,Poa ×nematophylla,bluegrass,Perennial,Graminoid
PONE,Poa nemoralis,wood bluegrass,Perennial,Graminoid
PONEI2,Poa nemoralis ssp. interior,inland bluegrass,Perennial,Graminoid
POOC,Poa occidentalis,New Mexico bluegrass,Perennial,Graminoid
POPA2,Poa palustris,fowl bluegrass,Perennial,Graminoid
POPR,Poa pratensis,Kentucky bluegrass,Perennial,Graminoid
POPRA6,Poa pratensis ssp. alpigena,Kentucky bluegrass,Perennial,Graminoid
POPRP2,Poa pratensis ssp. pratensis,Kentucky bluegrass,Perennial,Graminoid
PORE,Poa reflexa,nodding bluegrass,Perennial,Graminoid
POSE,Poa secunda,Sandberg bluegrass,Perennial,Graminoid
POST,Poa stenantha,northern bluegrass,Perennial,Graminoid
POTR,Poa tracyi,Tracy's bluegrass,Perennial,Graminoid
POTR2,Poa trivialis,rough bluegrass,Perennial,Graminoid
POWH2,Poa wheeleri,Wheeler's bluegrass,Perennial,Graminoid
POEA,Podistera eastwoodiae,Eastwood's podistera,Perennial,Forb/herb
POBR8,Polemonium brandegeei,Brandegee's Jacob's-ladder,Perennial,Forb/herb
POCO26,Polemonium confertum,Rocky Mountain Jacob's-ladder,Perennial,Forb/herb
POFO,Polemonium foliosissimum,towering Jacob's-ladder,Perennial,Forb/herb
POFOF3,Polemonium foliosissimum var. foliosissimum,towering Jacob's-ladder,Perennial,Forb/herb
POFOM3,Polemonium foliosissimum var. molle,towering Jacob's-ladder,Perennial,Forb/herb
POOC2,Polemonium occidentale,western polemonium,Perennial,Forb/herb
POOCO,Polemonium occidentale ssp. occidentale,western polemonium,Perennial,Forb/herb
POPU3,Polemonium pulcherrimum,Jacob's-ladder,Perennial,Forb/herb
POPUD3,Polemonium pulcherrimum ssp. delicatum,Jacob's-ladder,Perennial,Forb/herb
POVI,Polemonium viscosum,sticky polemonium,Perennial,Forb/herb
POIN3,Poliomintha incana,frosted mint,Perennial,"Subshrub, Shrub"
POAL4,Polygala alba,white milkwort,Perennial,Forb/herb
POSU2,Polygala subspinosa,spiny milkwort,Perennial,"Subshrub, Shrub"
POAM8,Polygonum amphibium,water knotweed,Perennial,Forb/herb
POAME,Polygonum amphibium var. emersum,longroot smartweed,Perennial,Forb/herb
POAMS,Polygonum amphibium var. stipulaceum,water smartweed,Perennial,Forb/herb
POBA3,Polygonum baldschuanicum,Bukhara fleeceflower,Perennial,Vine
POBI6,Polygonum bistortoides,American bistort,Perennial,Forb/herb
POCU6,Polygonum cuspidatum,Japanese knotweed,Perennial,"Subshrub, Forb/herb"
POSC3,Polygonum scandens,climbing false buckwheat,Perennial,"Vine, Forb/herb"
POSCS,Polygonum scandens var. scandens,climbing false buckwheat,Perennial,"Vine, Forb/herb"
POVI3,Polygonum viviparum,alpine bistort,Perennial,Forb/herb
POHE3,Polypodium hesperium,western polypody,Perennial,Forb/herb
POSA19,Polypodium saximontanum,Rocky Mountain polypody,Perennial,Forb/herb
POEL,Polypogon elongatus,streambank rabbitsfoot grass,Perennial,Graminoid
POIN7,Polypogon interruptus,ditch rabbitsfoot grass,Perennial,Graminoid
POVI9,Polypogon viridis,beardless rabbitsfoot grass,Perennial,Graminoid
POLO4,Polystichum lonchitis,northern hollyfern,Perennial,Forb/herb
POSC5,Polystichum scopulinum,mountain hollyfern,Perennial,Forb/herb
POJA5,Pomaria jamesii,James' holdback,Perennial,"Forb/herb, Subshrub"
POAC5,Populus ×acuminata,lanceleaf cottonwood,Perennial,Tree
POAL7,Populus alba,white poplar,Perennial,Tree
POAN3,Populus angustifolia,narrowleaf cottonwood,Perennial,Tree
POBA2,Populus balsamifera,balsam poplar,Perennial,Tree
POBAB2,Populus balsamifera ssp. balsamifera,balsam poplar,Perennial,Tree
POBR7,Populus ×brayshawii,hybrid balsam poplar,Perennial,Tree
PODE3,Populus deltoides,eastern cottonwood,Perennial,Tree
PODEM,Populus deltoides ssp. monilifera,plains cottonwood,Perennial,Tree
PODEW,Populus deltoides ssp. wislizeni,Rio Grande cottonwood,Perennial,Tree
POFR2,Populus fremontii,Fremont cottonwood,Perennial,Tree
POFRF3,Populus fremontii ssp. fremontii,Fremont cottonwood,Perennial,Tree
POJA2,Populus ×jackii,balm-of-Gilead,Perennial,Tree
PONI,Populus nigra,Lombardy poplar,Perennial,Tree
POTR5,Populus tremuloides,quaking aspen,Perennial,Tree
POAL8,Potamogeton alpinus,alpine pondweed,Perennial,Forb/herb
POAM5,Potamogeton amplifolius,largeleaf pondweed,Perennial,Forb/herb
POCR3,Potamogeton crispus,curly pondweed,Perennial,Forb/herb
PODI,Potamogeton diversifolius,waterthread pondweed,Perennial,Forb/herb
POEP2,Potamogeton epihydrus,ribbonleaf pondweed,Perennial,Forb/herb
POFO3,Potamogeton foliosus,leafy pondweed,Perennial,Forb/herb
POFOF4,Potamogeton foliosus ssp. foliosus,leafy pondweed,Perennial,Forb/herb
POGR8,Potamogeton gramineus,variableleaf pondweed,Perennial,Forb/herb
POHA2,Potamogeton ×hagstroemii,pondweed,Perennial,Forb/herb
POIL,Potamogeton illinoensis,Illinois pondweed,Perennial,Forb/herb
PONA4,Potamogeton natans,floating pondweed,Perennial,Forb/herb
PONO2,Potamogeton nodosus,longleaf pondweed,Perennial,Forb/herb
POPR5,Potamogeton praelongus,whitestem pondweed,Perennial,Forb/herb
POPU7,Potamogeton pusillus,small pondweed,Perennial,Forb/herb
POPUP5,Potamogeton pusillus ssp. pusillus,small pondweed,Perennial,Forb/herb
POPUT3,Potamogeton pusillus ssp. tenuissimus,small pondweed,Perennial,Forb/herb
PORI2,Potamogeton richardsonii,Richardson's pondweed,Perennial,Forb/herb
PORO2,Potamogeton robbinsii,Robbins' pondweed,Perennial,Forb/herb
POAM6,Potentilla ambigens,silkyleaf cinquefoil,Perennial,Forb/herb
POAN7,Potentilla anglica,English cinquefoil,Perennial,Forb/herb
POAR8,Potentilla argentea,silver cinquefoil,Perennial,Forb/herb
POARA3,Potentilla argentea var. argentea,silver cinquefoil,Perennial,Forb/herb
POAR7,Potentilla arguta,tall cinquefoil,Perennial,"Subshrub, Forb/herb"
POARA4,Potentilla arguta ssp. arguta,tall cinquefoil,Perennial,"Subshrub, Forb/herb"
POARC,Potentilla arguta ssp. convallaria,cream cinquefoil,Perennial,"Subshrub, Forb/herb"
POBI10,Potentilla bipinnatifida,tansy cinquefoil,Perennial,Forb/herb
POCO13,Potentilla concinna,elegant cinquefoil,Perennial,"Subshrub, Forb/herb"
POCOB,Potentilla concinna var. bicrenata,elegant cinquefoil,Perennial,"Subshrub, Forb/herb"
POCOC3,Potentilla concinna var. concinna,elegant cinquefoil,Perennial,"Subshrub, Forb/herb"
POCR4,Potentilla crinita,bearded cinquefoil,Perennial,Forb/herb
POCRC2,Potentilla crinita var. crinita,bearded cinquefoil,Perennial,Forb/herb
PODI2,Potentilla diversifolia,varileaf cinquefoil,Perennial,Forb/herb
PODID,Potentilla diversifolia var. diversifolia,varileaf cinquefoil,Perennial,Forb/herb
POEF,Potentilla effusa,branched cinquefoil,Perennial,Forb/herb
POFI3,Potentilla fissa,bigflower cinquefoil,Perennial,Forb/herb
POGL9,Potentilla glandulosa,sticky cinquefoil,Perennial,"Subshrub, Forb/herb"
POGLG3,Potentilla glandulosa ssp. glabrata,sticky cinquefoil,Perennial,"Subshrub, Forb/herb"
POGR9,Potentilla gracilis,slender cinquefoil,Perennial,"Subshrub, Forb/herb"
POGRB,Potentilla gracilis var. brunnescens,slender cinquefoil,Perennial,"Subshrub, Forb/herb"
POGRF2,Potentilla gracilis var. fastigiata,slender cinquefoil,Perennial,"Subshrub, Forb/herb"
POGRF,Potentilla gracilis var. flabelliformis,slender cinquefoil,Perennial,"Subshrub, Forb/herb"
POHI6,Potentilla hippiana,woolly cinquefoil,Perennial,Forb/herb
POHIH,Potentilla hippiana var. hippiana,woolly cinquefoil,Perennial,Forb/herb
POHO2,Potentilla hookeriana,Hooker's cinquefoil,Perennial,Forb/herb
POHOH,Potentilla hookeriana ssp. hookeriana,Hooker's cinquefoil,Perennial,Forb/herb
PONI2,Potentilla nivea,snow cinquefoil,Perennial,"Subshrub, Forb/herb"
PONIN,Potentilla nivea var. nivea,snow cinquefoil,Perennial,"Subshrub, Forb/herb"
PONIP,Potentilla nivea var. pentaphylla,fiveleaf cinquefoil,Perennial,"Subshrub, Forb/herb"
POOV2,Potentilla ovina,sheep cinquefoil,Perennial,Forb/herb
POOVD,Potentilla ovina var. decurrens,sheep cinquefoil,Perennial,Forb/herb
POOVO,Potentilla ovina var. ovina,sheep cinquefoil,Perennial,Forb/herb
POPE23,Potentilla pectinisecta,combleaf cinquefoil,Perennial,"Subshrub, Forb/herb"
POPE8,Potentilla pensylvanica,Pennsylvania cinquefoil,Perennial,Forb/herb
POPEP5,Potentilla pensylvanica var. pensylvanica,Pennsylvania cinquefoil,Perennial,Forb/herb
POPL,Potentilla plattensis,Platte River cinquefoil,Perennial,Forb/herb
POPU9,Potentilla pulcherrima,beautiful cinquefoil,Perennial,Forb/herb
PORE5,Potentilla recta,sulphur cinquefoil,Perennial,Forb/herb
PORU3,Potentilla rubricaulis,Rocky Mountain cinquefoil,Perennial,"Forb/herb, Subshrub"
PORU4,Potentilla rupincola,rock cinquefoil,Perennial,Forb/herb
POSU5,Potentilla subjuga,Colorado cinquefoil,Perennial,"Subshrub, Forb/herb"
POSU6,Potentilla subviscosa,Navajo cinquefoil,Perennial,Forb/herb
POSUS,Potentilla subviscosa var. subviscosa,Navajo cinquefoil,Perennial,Forb/herb
POUN2,Potentilla uniflora,oneflower cinquefoil,Perennial,Forb/herb
PREX,Prenanthella exigua,brightwhite,Perennial,Forb/herb
PRRA,Prenanthes racemosa,purple rattlesnakeroot,Perennial,Forb/herb
PRRAM2,Prenanthes racemosa var. multiflora,purple rattlesnakeroot,Perennial,Forb/herb
PRAN,Primula angustifolia,alpine primrose,Perennial,Forb/herb
PREG,Primula egaliksensis,Greenland primrose,Perennial,Forb/herb
PRIN,Primula incana,silvery primrose,Perennial,Forb/herb
PRPA,Primula parryi,Parry's primrose,Perennial,Forb/herb
PRTR4,Prosartes trachycarpa,roughfruit fairybells,Perennial,Forb/herb
PRGL2,Prosopis glandulosa,honey mesquite,Perennial,"Tree, Shrub"
PRGLG,Prosopis glandulosa var. glandulosa,honey mesquite,Perennial,"Tree, Shrub"
PRVU,Prunella vulgaris,common selfheal,Perennial,Forb/herb
PRVUL2,Prunella vulgaris ssp. lanceolata,lance selfheal,Perennial,Forb/herb
PRAM,Prunus americana,American plum,Perennial,"Tree, Shrub"
PRAN3,Prunus angustifolia,Chickasaw plum,Perennial,"Tree, Shrub"
PRANA,Prunus angustifolia var. angustifolia,Chickasaw plum,Perennial,"Tree, Shrub"
PRAR3,Prunus armeniaca,apricot,Perennial,Tree
PRCE,Prunus cerasus,sour cherry,Perennial,"Tree, Shrub"
PRGR,Prunus gracilis,Oklahoma plum,Perennial,Shrub
PRPE2,Prunus pensylvanica,pin cherry,Perennial,"Tree, Shrub"
PRPEP,Prunus pensylvanica var. pensylvanica,pin cherry,Perennial,"Tree, Shrub"
PRPES,Prunus pensylvanica var. saximontana,pin cherry,Perennial,"Tree, Shrub"
PRPU3,Prunus pumila,sandcherry,Perennial,Shrub
PRPUB,Prunus pumila var. besseyi,western sandcherry,Perennial,Shrub
PRRI,Prunus rivularis,creek plum,Perennial,Shrub
PRVI,Prunus virginiana,chokecherry,Perennial,"Tree, Shrub"
PRVIM,Prunus virginiana var. melanocarpa,black chokecherry,Perennial,"Tree, Shrub"
PSJU3,Psathyrostachys juncea,Russian wildrye,Perennial,Graminoid
PSSA2,×Pseudelymus saxicola,foxtail wheatgrass,Perennial,Graminoid
PSMO,Pseudocymopterus montanus,alpine false springparsley,Perennial,Forb/herb
PSJA4,Pseudognaphalium jaliscense,Jalisco rabbit-tobacco,Perennial,Forb/herb
PSSP6,Pseudoroegneria spicata,bluebunch wheatgrass,Perennial,Graminoid
PSSPI,Pseudoroegneria spicata ssp. inermis,beardless wheatgrass,Perennial,Graminoid
PSSPS,Pseudoroegneria spicata ssp. spicata,bluebunch wheatgrass,Perennial,Graminoid
PSJA2,Pseudostellaria jamesiana,tuber starwort,Perennial,Forb/herb
PSME,Pseudotsuga menziesii,Douglas-fir,Perennial,Tree
PSMEG,Pseudotsuga menziesii var. glauca,Rocky Mountain Douglas-fir,Perennial,Tree
PSBA2,Psilostrophe bakeri,Baker's paperflower,Perennial,"Subshrub, Forb/herb"
PSTAT,Psilostrophe tagetina var. tagetina,woolly paperflower,Perennial,"Subshrub, Forb/herb"
PSLA3,Psoralidium lanceolatum,lemon scurfpea,Perennial,Forb/herb
PSTE5,Psoralidium tenuiflorum,slimflower scurfpea,Perennial,Forb/herb
PSTH,Psorothamnus thompsoniae,Thompson's dalea,Perennial,Shrub
PSTHW,Psorothamnus thompsoniae var. whitingii,Whiting's dalea,Perennial,Shrub
PTTR,Ptelea trifoliata,common hoptree,Perennial,"Tree, Shrub"
PTTRP,Ptelea trifoliata ssp. pallida,pallid hoptree,Perennial,"Tree, Shrub"
PTTRC2,Ptelea trifoliata ssp. pallida var. confinis,pallid hoptree,Perennial,"Tree, Shrub"
PTTRP2,Ptelea trifoliata ssp. polyadenia,pallid hoptree,Perennial,"Tree, Shrub"
PTAQ,Pteridium aquilinum,western brackenfern,Perennial,Forb/herb
PTAQL,Pteridium aquilinum var. latiusculum,western brackenfern,Perennial,Forb/herb
PTAQP2,Pteridium aquilinum var. pubescens,hairy brackenfern,Perennial,Forb/herb
PTAN2,Pterospora andromedea,woodland pinedrops,Perennial,Forb/herb
PTHE,Pteryxia hendersonii,Henderson's wavewing,Perennial,Forb/herb
PTPE,Pteryxia petraea,rockloving wavewing,Perennial,Forb/herb
PTTE,Pteryxia terebinthina,turpentine wavewing,Perennial,Forb/herb
PTTEA,Pteryxia terebinthina var. albiflora,turpentine wavewing,Perennial,Forb/herb
PTPO,Ptilagrostis porteri,Porter's false needlegrass,Perennial,Graminoid
PUDI,Puccinellia distans,weeping alkaligrass,Perennial,Graminoid
PUDID,Puccinellia distans ssp. distans,weeping alkaligrass,Perennial,Graminoid
PUNU2,Puccinellia nuttalliana,Nuttall's alkaligrass,Perennial,Graminoid
PUPA5,Pulsatilla patens,eastern pasqueflower,Perennial,Forb/herb
PUPAM,Pulsatilla patens ssp. multifida,cutleaf anemone,Perennial,Forb/herb
PUST,Purshia stansburiana,Stansbury cliffrose,Perennial,"Tree, Shrub"
PUTR2,Purshia tridentata,antelope bitterbrush,Perennial,Shrub
PYAS,Pyrola asarifolia,liverleaf wintergreen,Perennial,Subshrub
PYASA,Pyrola asarifolia ssp. asarifolia,liverleaf wintergreen,Perennial,Subshrub
PYCH,Pyrola chlorantha,greenflowered wintergreen,Perennial,Subshrub
PYMI,Pyrola minor,snowline wintergreen,Perennial,Subshrub
PYPI2,Pyrola picta,whiteveined wintergreen,Perennial,Subshrub
PYCL2,Pyrrocoma clementis,tranquil goldenweed,Perennial,Forb/herb
PYCLC,Pyrrocoma clementis var. clementis,tranquil goldenweed,Perennial,Forb/herb
PYCR2,Pyrrocoma crocea,curlyhead goldenweed,Perennial,Forb/herb
PYCRC,Pyrrocoma crocea var. crocea,curlyhead goldenweed,Perennial,Forb/herb
PYLA,Pyrrocoma lanceolata,lanceleaf goldenweed,Perennial,Forb/herb
PYLAL,Pyrrocoma lanceolata var. lanceolata,lanceleaf goldenweed,Perennial,Forb/herb
PYUN2,Pyrrocoma uniflora,plantain goldenweed,Perennial,Forb/herb
PYUNU,Pyrrocoma uniflora var. uniflora,plantain goldenweed,Perennial,Forb/herb
QUAJ,Quercus ajoensis,Ajo Mountain scrub oak,Perennial,"Shrub, Tree"
QUGA,Quercus gambelii,Gambel oak,Perennial,"Tree, Shrub"
QUGAG,Quercus gambelii var. gambelii,Gambel oak,Perennial,"Tree, Shrub"
QUGR3,Quercus grisea,gray oak,Perennial,"Tree, Shrub"
QUHA3,Quercus havardii,Havard oak,Perennial,"Tree, Shrub"
QUHAT,Quercus havardii var. tuckeri,Havard oak,Perennial,"Tree, Shrub"
QUPA4,Quercus ×pauciloba,,Perennial,"Tree, Shrub"
QUTU2,Quercus turbinella,Sonoran scrub oak,Perennial,"Tree, Shrub"
QULO2,Quincula lobata,Chinese lantern,Perennial,Forb/herb
RAAC2,Ranunculus acriformis,sharpleaf buttercup,Perennial,Forb/herb
RAACA2,Ranunculus acriformis var. acriformis,sharpleaf buttercup,Perennial,Forb/herb
RAAC3,Ranunculus acris,tall buttercup,Perennial,Forb/herb
RAACA3,Ranunculus acris var. acris,showy buttercup,Perennial,Forb/herb
RAAD,Ranunculus adoneus,alpine buttercup,Perennial,Forb/herb
RAADA2,Ranunculus adoneus var. adoneus,alpine buttercup,Perennial,Forb/herb
RAADA,Ranunculus adoneus var. alpinus,alpine buttercup,Perennial,Forb/herb
RAAL,Ranunculus alismifolius,plantainleaf buttercup,Perennial,Forb/herb
RAALM,Ranunculus alismifolius var. montanus,waterplantain buttercup,Perennial,Forb/herb
RACA4,Ranunculus cardiophyllus,heartleaf buttercup,Perennial,Forb/herb
RACO10,Ranunculus coloradensis,Colorado buttercup,Perennial,Forb/herb
RACY,Ranunculus cymbalaria,alkali buttercup,Perennial,Forb/herb
RAES,Ranunculus eschscholtzii,Eschscholtz's buttercup,Perennial,Forb/herb
RAESE2,Ranunculus eschscholtzii var. eschscholtzii,Eschscholtz's buttercup,Perennial,Forb/herb
RAFA,Ranunculus fascicularis,early buttercup,Perennial,Forb/herb
RAFL2,Ranunculus flammula,greater creeping spearwort,Perennial,Forb/herb
RAFLF,Ranunculus flammula var. filiformis,greater creeping spearwort,Perennial,Forb/herb
RAFLF2,Ranunculus flammula var. flammula,greater creeping spearwort,Perennial,Forb/herb
RAGL,Ranunculus glaberrimus,sagebrush buttercup,Perennial,Forb/herb
RAGLE,Ranunculus glaberrimus var. ellipticus,elliptical buttercup,Perennial,Forb/herb
RAGM,Ranunculus gmelinii,Gmelin's buttercup,Perennial,Forb/herb
RAHY2,Ranunculus hyperboreus,high northern buttercup,Perennial,Forb/herb
RAIN,Ranunculus inamoenus,graceful buttercup,Perennial,Forb/herb
RAINA,Ranunculus inamoenus var. alpeophilus,graceful buttercup,Perennial,Forb/herb
RAINI2,Ranunculus inamoenus var. inamoenus,graceful buttercup,Perennial,Forb/herb
RAJO,Ranunculus jovis,Utah buttercup,Perennial,Forb/herb
RAKA3,Ranunculus karelinii,ice cold buttercup,Perennial,Forb/herb
RALO2,Ranunculus longirostris,longbeak buttercup,Perennial,Forb/herb
RAMA,Ranunculus macauleyi,Rocky Mountain buttercup,Perennial,Forb/herb
RAMAB,Ranunculus macauleyi var. brandegeei,Brandegee's buttercup,Perennial,Forb/herb
RAMAM,Ranunculus macauleyi var. macauleyi,Rocky Mountain buttercup,Perennial,Forb/herb
RAMA2,Ranunculus macounii,Macoun's buttercup,Perennial,Forb/herb
